,Wealth_Index_VI_OLS,Wealth_Index_VI_KNN,Wealth_Index_VI_LSTM,Wealth_Index_VI_Portfolio
2018-07-31,184.06496475854908,60.80091066340809,29846.63920191751,393.99865013843356
2018-08-31,185.6097547499878,61.12299910490631,30004.749621640072,386.41264598197927
2018-09-30,186.09622366590543,68.15085226290527,34327.778002749925,427.9228837943628
2018-10-31,185.59285565805698,65.28963005932363,37869.21726541359,441.01341907955424
2018-11-30,192.41673671500143,62.36692123849653,42493.4052750835,448.65558980080715
2018-12-31,201.4097021373451,60.404204264148596,44090.240165373376,459.63667898543434
2019-01-31,202.47971848728272,56.02204195289272,49802.64415346569,472.73961932965483
2019-02-28,211.65604421128486,59.263263364046914,51554.062849890164,470.04519663604765
2019-03-31,210.33735288097947,59.82898681508239,54897.392627849506,475.18283226766613
2019-04-30,207.64720480419365,59.682906869572335,54343.820557960345,471.92148292118895
2019-05-31,209.36120988201918,55.92606465808368,56751.31201544601,476.504471318632
2019-06-30,214.04038526431398,59.48591693828484,59748.39991109665,504.25221547265113
2019-07-31,215.82952897991484,57.848500629859885,58103.7584656563,486.75204087953733
2019-08-31,216.6311620975089,52.92414532158067,57957.548175641095,465.4222270125347
2019-09-30,221.3149301374556,55.45585177379145,59845.6575035681,484.1354501882334
2019-10-31,222.4150455779685,54.81703502709901,61922.944562979144,489.7493311878554
2019-11-30,225.7237992909987,51.33507261152527,66172.34573257483,495.9110847204511
2019-12-31,222.18344279452648,55.44766203719194,71585.22153170932,536.0581444047609
2020-01-31,223.928768627253,51.68702241547011,67137.90805739586,487.3070878104902
2020-02-29,222.48657913410406,42.017417905547084,66269.37264768338,438.57235464724596
2020-03-31,227.19174976186278,23.197449674394175,64639.14112109656,372.19491305199097
2020-04-30,216.5743587635799,28.741142171048967,64401.56529350345,359.43794884642034
2020-05-31,214.96482173358774,32.12064121871392,73042.46222354064,378.9616777775587
2020-06-30,210.3934008848346,33.530098949390535,77219.90428293354,397.36607621389754
2020-07-31,211.18215851366818,36.40230470515543,83834.60153974219,425.7474399025758
2020-08-31,210.1823277595672,35.78480716796277,82412.50312038064,396.20500306841956
2020-09-30,205.3468964440733,32.113534189347995,86701.93075218188,398.4088208441063
2020-10-31,200.70064190773428,30.04510951061207,90275.29766625066,412.5038614942224
2020-11-30,200.25364622462217,38.782994296083174,113535.34565306907,506.0149557753735
2020-12-31,198.89684556083083,44.09437178954774,129084.14714608154,576.8200852870784
2021-01-31,200.9574519794997,40.93488786282649,130123.51591634064,540.4749956573653
2021-02-28,196.1114606156685,34.99012968380816,142227.34606899074,541.7769333068227
2021-03-31,188.94789768846238,37.91646877929808,156073.78808289857,589.9773576512936
2021-04-30,190.15710049671986,41.33206290090336,170133.23850840004,602.3201647726418
2021-05-31,185.46234813498324,47.01931241864872,182960.59807127435,640.9381503662527
2021-06-30,187.04855965307604,52.95208306412217,190816.4252130545,661.2195277571101
2021-07-31,187.07491630279193,47.451306660693916,191565.7336287286,648.1853819903874
2021-08-31,187.9824518055847,50.80059412773141,196378.33992226797,626.2903174616933
2021-09-30,190.44250995299882,42.644726996188204,186054.60331451613,559.5536554372648
2021-10-31,192.72368768336736,40.942856389754155,178629.51508259884,537.3619181518859
2021-11-30,191.32150924341218,40.562539327787945,180204.92989689446,537.2357675391017
2021-12-31,191.15351077516317,45.1832621272363,200733.15722059988,548.0185080306835
2022-01-31,185.1310189286727,46.8697395290457,242899.2494695616,615.8044773352801
2022-02-28,191.05777133481624,50.16028531014509,292178.5705991287,686.6855019045654
2022-03-31,184.61353626468633,56.94162945299094,331679.2119161895,768.0346928375905
2022-04-30,183.46022819985885,47.64164912846488,292061.55536255764,659.4459141714951
2022-05-31,184.51132609350836,52.85638991688127,320318.3152798612,702.9060638685509
2022-06-30,185.1261185746246,48.24825354495602,284289.27247078595,617.9845884565375
2022-07-31,184.21701325318125,58.99315018237819,296431.5618758298,603.6971997597709
2022-08-31,187.97035437143117,57.34446416559311,327889.5579477627,627.2942787247706
2022-09-30,191.80320329139263,49.527535655672686,357515.6582700391,680.0441234127478
2022-10-31,191.19695897733467,49.171580140783675,384888.374067695,680.7611582971392
2022-11-30,196.72780388399443,65.48281645053932,512563.8566192253,744.4452236552994
2022-12-31,178.8321765186109,68.05055453671658,532662.7131983888,751.3964308722161
2023-01-31,176.89558105262185,72.41145841200658,566404.0783817191,780.4286500766294
2023-02-28,176.73338980955788,63.68100037821029,565250.1350531254,732.5865515461595
2023-03-31,180.77940205765736,59.16477935261963,556510.5715304663,712.8306264233554
2023-04-30,182.53058732595017,52.14315467770723,583171.3880403427,687.6063960782463
2023-05-31,189.10104243453551,58.63492988463648,595804.2989424298,656.9650683339154
2023-06-30,195.0799964360413,72.70435508039844,651381.9356048673,694.948618396157
2023-07-31,199.57428258471535,76.59441658094835,701487.8130188661,724.5807017422381
2023-08-31,196.84823951425147,74.309685815719,672262.2205919351,698.6801146090583
2023-09-30,196.36457698056287,75.93563749266863,686971.8223473784,703.8077119010005
2023-10-31,196.05868978525623,75.96007774801959,707498.939190566,713.9029944243925
2023-11-30,194.776214710982,88.07994561342645,858271.092991499,846.9251091961089
2023-12-31,196.22132927948135,91.14542295741649,947939.7902641068,905.9046828631637
2024-01-31,200.70725312241328,79.79361398103936,917646.7814962617,835.0163721015983
2024-02-29,204.88501423302847,77.07755404012751,1007041.8042211119,867.3377096492882
2024-03-31,207.35997671038473,73.41783787835648,1037514.3706144904,859.8692928722928
2024-04-30,211.40216922255624,76.38685741173079,1079471.4824217705,836.751082260902
2024-05-31,206.43380931473118,74.78124919001064,1056781.6068853715,813.1762579960114
2024-06-30,208.3468122032431,75.49101838465613,1113094.5519131683,828.5374656450914
