,Wealth_Index_PV_OLS,Wealth_Index_PV_KNN,Wealth_Index_PV_LSTM,Wealth_Index_PV_Portfolio
2018-06-30,97.9493937784493,1752.3102399988327,13086.355337602372,191.14502086928456
2018-07-31,98.49122244655115,2019.2202354694389,15079.65479117888,215.72449730716818
2018-08-31,98.06793624120242,1977.0542115286278,14764.756458755923,217.2276991159444
2018-09-30,99.65961006881439,2261.9044960738065,16892.035040188992,244.49501894167668
2018-10-31,101.19632022730892,2875.8291218067648,21476.860044037276,267.2562712725188
2018-11-30,99.48627114716011,2624.331825595229,20515.442308367124,246.2682022251534
2018-12-31,98.63572353473342,2722.9500604879217,21286.380148148553,243.74496725360353
2019-01-31,100.0532516688813,3228.1692107831245,25235.878542320806,261.9521462344494
2019-02-28,98.04942349886231,3341.6948278882146,26695.93010433698,267.9322543891128
2019-03-31,98.19906374617602,3373.5944402792397,28427.186442523744,276.29814290751415
2019-04-30,98.58708749379336,3365.357388003356,28357.777915527244,272.1809258773245
2019-05-31,98.3144671999075,3281.6325644299363,26572.7492920071,260.14872412044605
2019-06-30,99.14777698456872,3490.517763821124,28579.83917275833,277.7155110164571
2019-07-31,99.98871721349106,3394.4373635264237,27793.14717636215,270.7759885389158
2019-08-31,99.43399944084706,3344.685135330215,27385.7833476855,257.7568589872631
2019-09-30,98.43088825579235,3504.683202115738,29587.39064804133,272.49264986199455
2019-10-31,98.23996213506774,3865.9709240018055,32637.469741447214,282.4466968890591
2019-11-30,96.8104774860353,4131.26937649009,34877.18400359595,281.721534516365
2019-12-31,96.65660517468847,4462.236372113257,37671.28812838521,300.11663997613573
2020-01-31,96.50920738764151,4185.014851823899,35330.91641892699,282.3044537157209
2020-02-29,95.17943006578436,3535.7088745893843,29849.316944558464,233.9579103323508
2020-03-31,88.27296648284654,3448.730171669825,29115.021513865224,175.02504459990107
2020-04-30,89.4801891623891,4272.902649421834,36072.88664869163,197.39579981492824
2020-05-31,87.7474565634522,4775.327721764014,40912.863659804774,220.1963679532192
2020-06-30,87.60451276068005,4984.869695976947,42708.12520445394,229.03311196583266
2020-07-31,84.58618233256577,5411.876232824141,46366.52547387486,241.8893925253114
2020-08-31,82.02648748054739,5320.073796895211,45719.04935768106,237.81311028107908
2020-09-30,78.43261622558744,5596.974396726411,48098.64645993222,230.55281117888646
2020-10-31,75.55053336801801,5762.3217969098,49519.59027363652,225.80969274146443
2020-11-30,72.62589237901271,7247.023425999187,63921.151175983745,291.23090462682416
2020-12-31,71.31293354470982,8679.772337880582,76558.47196413476,338.22138024662667
2021-01-31,70.7940143248045,8749.660736265725,77174.91082682661,329.6125938910987
2021-02-28,69.63481844981271,9563.536742453263,84353.56724504381,315.50458414954335
2021-03-31,68.14520228276959,10334.169283259313,91408.33222887978,340.96456431379744
2021-04-30,66.95760029047399,10188.073669308444,99642.5843171747,349.5911435646985
2021-05-31,65.56459795485947,11589.942170318158,113353.30185293958,385.6889979526381
2021-06-30,64.19928871221752,11825.789068901653,127655.91725090287,426.81953102643115
2021-07-31,60.72569698205579,10597.300637514343,122121.8521171481,394.06649323681546
2021-08-31,58.29555926414951,11345.297030183883,130741.66087546373,390.4202661874107
2021-09-30,54.10152913475971,11418.0835318558,131580.4426272842,361.19253047528025
2021-10-31,50.405472900487055,11504.949204634058,132581.47083323414,350.78655972593754
2021-11-30,47.59289282815223,13028.010816819304,150133.02583113208,375.55268597479727
2021-12-31,45.15107277785069,14077.88070843943,162231.58375944165,421.31044979027683
2022-01-31,44.56959102082149,16007.68657034058,184470.4042046806,460.5308753968823
2022-02-28,42.7378748851085,19255.320841603017,221895.70011463226,518.8178546985284
2022-03-31,41.58773563878834,21858.51491038581,251894.55472622474,550.4735678712523
2022-04-30,40.60114484596225,21561.498135693735,248471.7737864395,518.5123065377336
2022-05-31,38.72006451023789,23921.56807123228,275668.8989329776,554.0569827737532
2022-06-30,36.27610767616372,21836.03313258289,251635.47777464145,496.896931364844
2022-07-31,35.02914090594089,19893.72468577074,307674.75381760875,527.0257107878225
2022-08-31,32.84524514445199,23467.39874180671,362944.9107531622,572.307297227293
2022-09-30,30.716282106203117,20268.432966334945,395738.398916472,557.7098162217732
2022-10-31,30.061993857121976,18759.3489289696,392894.2181252653,535.7447910168049
2022-11-30,29.048806488828642,19731.843036794784,523225.40573870746,640.4404121870795
2022-12-31,28.52085637433166,17913.787519918613,543742.3271968064,623.4656888492827
2023-01-31,28.01651617788112,19048.5311983278,578185.5273176081,658.9988917642822
2023-02-28,28.096615561766324,17883.160128749667,542812.6852139677,601.5938287853782
2023-03-31,27.28244375849264,17195.135754393443,521928.8841716363,566.3764972451781
2023-04-30,27.208179150737617,15154.431963681654,588157.3993456382,563.2678483548235
2023-05-31,26.502247908864952,17041.144923513075,661382.4592110013,566.3618110007967
2023-06-30,25.97293537816425,21130.16002463504,820080.8844323887,639.7672229655926
2023-07-31,25.717782046184478,22755.543152506707,883163.493910615,680.899382792702
2023-08-31,24.80374873000846,24239.861305864553,940771.2423879376,679.6927994771456
2023-09-30,23.932534195593043,24770.247657342836,1024883.9129298397,721.9133505363451
2023-10-31,23.53820393222971,24778.220082383847,1055508.0391997173,730.9980790568007
2023-11-30,22.84799518567281,27272.00818260712,1223920.4256168546,809.9898842946196
2023-12-31,21.943613422165424,28462.44231682577,1277345.0448258987,841.7042816780242
2024-01-31,21.962351295826586,30816.55109038313,1382993.3635264712,821.7620220434245
2024-02-29,21.330382971318805,30200.133075062357,1355329.5921379582,795.327165989339
2024-03-31,19.92569349563473,28731.468636983307,1289418.4794649857,757.1764085294761
2024-04-30,19.716132282696808,33212.75167949606,1490530.6899035159,843.1352870780472
2024-05-31,19.124319301992777,31883.787454000674,1459200.5840250175,815.131498972579
2024-06-30,19.45286004309551,32186.405160826795,1473050.254023416,816.853630436499
